response_id,split,label,probe,p_input_contradict,p_self_contradict,p_fact_contradict,nli_contradiction
663126aa5c4bf035,train,1,0.9999972581863403,1.2751880262840132e-07,0.9890129566192627,2.7535692424862646e-05,0.9954698085784912
5a7aa8f010e35016,train,1,0.9997326731681824,2.1444948288262822e-05,7.33823810605827e-07,0.029312124475836754,0.7839195132255554
f8a026fc331e9132,train,1,1.0,0.00033535013790242374,0.01098694372922182,2.2603198885917664e-06,0.9972463846206665
eccb5a6441ee371b,train,0,0.0004587993898894638,8.76423058571163e-08,7.1942154455939544e-09,0.00020342697098385543,0.4968271851539612
f403aa45bb4f68b0,train,0,0.0005123438313603401,0.0052201650105416775,1.8553980396518455e-07,0.004070138093084097,0.0231346283107996
d5a15b320ffa670d,train,1,0.9996562004089355,5.714993562833115e-07,4.363470473833786e-09,1.47389246194507e-05,0.9874922037124634
320d250efe008073,train,0,0.0005962259019725025,3.535625000949949e-05,7.889262633398175e-06,0.02931223064661026,0.8634929060935974
893a381af7f07922,train,0,5.953941581537947e-06,1.6701422282494605e-05,8.592231925952376e-10,0.010986901819705963,0.0009892567759379745
3022d0016bb76b94,train,0,0.0001150301904999651,0.0052201454527676105,1.760343138812459e-06,0.014063626527786255,0.016823772341012955
baaafdc62b01daa9,train,1,0.999725878238678,7.889262633398175e-06,1.4449828711349255e-07,1.012999018712435e-05,0.31265076994895935
33544da5645ab3a7,train,0,1.1199656455573859e-06,0.010986901819705963,0.22269947826862335,0.14804671704769135,0.9923001527786255
42478553f52f833f,train,1,0.9998157620429993,1.8553875236193562e-07,0.01798621006309986,0.0015011822106316686,0.17922347784042358
27c0d77e0d6b44af,train,1,0.9999880790710449,2.1444948288262822e-05,0.11920253187417984,0.0011695101857185364,0.9981632828712463
8ab3a20433fbb59e,train,0,1.148242922965892e-08,3.7266393064783188e-06,2.699588037557987e-07,9.610241977497935e-05,0.20239636301994324
c87a932d08bae8a2,train,0,0.0006552040576934814,3.72663225789438e-06,8.152067465516666e-09,0.0040701222606003284,0.4494003653526306
1ff441527fbb9534,train,1,0.9999997615814209,7.48462334740907e-05,8.315296327054966e-07,5.829126530443318e-05,0.96986323595047
878076b88987b421,train,1,0.9999995231628418,4.94445018262013e-09,3.224186784223093e-08,1.0467402056235642e-08,0.9615576863288879
569a387e882329b8,train,0,2.37843778450042e-06,0.0005527806933969259,7.734450946372817e-08,1.994744707189966e-06,0.39135292172431946
c2a88139aa68b06c,train,1,1.0,1.8189616479702408e-09,3.535625000949949e-05,1.012999018712435e-05,0.9743304252624512
62463683bd90202c,train,1,0.9999768733978271,2.6995778057425923e-07,3.2887678571569268e-06,0.0015011822106316686,0.01761518232524395
5d5aecbd865445d6,train,1,0.9997535347938538,5.829126530443318e-05,4.363470473833786e-09,0.008577518165111542,0.010553382337093353
ba89a4605ed21b09,train,0,4.43798608973367e-10,0.0009110512328334153,1.5230037675451058e-08,9.931211764069303e-08,0.7769061923027039
9faa59e6e7cdf033,train,1,0.9996017813682556,1.4449773289015866e-07,0.00012339504610281438,0.0019267346942797303,0.7948983907699585
a0e05ed504b13973,train,0,0.0011117147514596581,2.9023065053479513e-06,3.059033701902081e-07,0.0024726325646042824,0.9947929978370667
84772a17f9834309,train,0,1.7403208403266035e-06,0.01098694372922182,0.22270014882087708,0.00015843621804378927,0.7291961908340454
eeeb5da124e3cec6,train,1,0.9998939037322998,0.0007096704212017357,1.0467442024264528e-08,0.004070138093084097,0.9728374481201172
cf3237ea8be11e6c,train,1,0.9999289512634277,3.4663199244278076e-07,1.3709624226976302e-06,1.5534949397988385e-06,0.9381945729255676
176ddc84328eb0ee,train,1,0.9999880790710449,2.1444948288262822e-05,6.348812142675797e-09,3.535625000949949e-05,0.9981951117515564
fed782ad7d8d22d7,train,1,0.99968421459198,1.2751904421293148e-07,8.1520825645498e-09,0.04742587357759476,0.18086794018745422
2e1715da175a1431,train,1,0.9999148845672607,0.00012339458044152707,3.535638461471535e-05,0.01798621006309986,0.8677440881729126
c691b1145861a074,train,0,4.664502921514213e-05,7.484651723643765e-05,1.760346435730753e-06,0.0002611883101053536,0.011536157689988613
8b36c188ed1c124b,train,1,1.0,2.1444948288262822e-05,0.04742569848895073,0.0007096704212017357,0.9929995536804199
ac0418cd83a6d61f,train,0,0.00039960508001968265,0.01098694372922182,8.315296327054966e-07,9.610241977497935e-05,0.017493054270744324
9795a706e7ed801f,train,1,0.9999470710754395,1.0130030204891227e-05,1.3440486945626162e-08,0.09534913301467896,0.4105454385280609
689b95c3f8338f55,train,1,1.0,0.0007096704212017357,1.1861120086109622e-08,3.4663329984141455e-07,0.00519073149189353
930439b7d7dc0203,train,1,0.9999998807907104,9.422445828022319e-07,1.4449855711973214e-07,0.008577452972531319,0.9861215949058533
c4aa7f7a9d6ea2ba,train,1,0.9999982118606567,6.962256520637311e-06,6.144174221844878e-06,5.715015163332282e-07,0.9719619750976562
c2e499c3c9946693,train,0,8.17964337329613e-06,0.11920291930437088,7.889262633398175e-06,0.00012339411478023976,0.9908327460289001
57e3bf17967ca0ee,train,1,0.999509334564209,0.0001584356214152649,0.07585790753364563,0.00012339411478023976,0.9812829494476318
f1f29808f5511033,train,1,0.9999091625213623,7.48462334740907e-05,1.2098680599592626e-06,0.060086436569690704,0.05373853072524071
8e06ff101ffc57a1,train,0,0.0005145758623257279,1.4449801710725296e-07,1.2751978317737667e-07,1.3007128472963814e-05,0.09963073581457138
86e720873cba38f7,train,0,0.00020920477982144803,1.6701422282494605e-05,6.825629128570654e-08,0.09534913301467896,0.11704402416944504
6b1029d7519261e3,train,1,0.9999865293502808,0.004070138093084097,1.6701422282494605e-05,0.11920291930437088,0.9780087471008301
0115891446a8f1c3,train,1,0.9995842576026917,4.2228252823406365e-06,1.6701422282494605e-05,4.1399456307544824e-08,0.9919499158859253
550f638b4cb8fc2d,train,0,0.0005265342770144343,0.0024726232513785362,5.602817765293366e-09,0.0015011822106316686,0.0027659654151648283
893cd1da303da4cc,train,1,0.9990523457527161,2.9023121896898374e-06,2.6995778057425923e-07,0.000552778597921133,0.9916180968284607
c679aa9342024240,train,1,0.9993129968643188,6.144174221844878e-06,1.6373769540223293e-07,6.144174221844878e-06,0.010081954300403595
576fed3d88436318,train,1,0.9990587830543518,0.00012339458044152707,1.5230037675451058e-08,0.0009110547252930701,0.08199858665466309
e19b26e1b5077bb7,train,0,2.030114956141915e-06,0.04742587357759476,2.7535692424862646e-05,0.0031726707238703966,0.743323564529419
a77b530d20d7ba6c,train,0,3.920344937569098e-09,3.7266534036461962e-06,3.6535034553253354e-08,3.2887678571569268e-06,0.7804376482963562
160a1fa64121f038,train,1,0.9999983310699463,3.535625000949949e-05,2.7535692424862646e-05,0.0007096704212017357,0.9969906806945801
69dae44ef853e69f,train,1,0.9997045397758484,8.76423058571163e-08,0.0009110512328334153,3.4663329984141455e-07,0.9713345170021057
a351b83fdb8493ce,train,1,0.9999213218688965,0.18242496252059937,0.8807966709136963,0.00012339458044152707,0.9218782186508179
70f98f9734d31b4b,train,1,0.9998481273651123,0.0031726830638945103,0.952573835849762,0.03732675313949585,0.9681812524795532
83abf6f0f906a2d9,train,0,6.62839665892534e-05,1.7603398418941651e-06,0.9996646642684937,0.037326883524656296,0.022951370105147362
d7f41bad06916801,train,1,0.998576283454895,0.005220125894993544,6.475960390162072e-07,0.0009110512328334153,0.9985969662666321
f7759665b11ba1c7,train,0,2.0714092897833325e-05,8.315264494740404e-07,5.8291487221140414e-05,3.535625000949949e-05,0.028886545449495316
5ca29154d8f294c0,train,1,1.0,3.535625000949949e-05,8.764315140297185e-08,0.014063626527786255,0.9922175407409668
945f434d320819ca,train,1,0.9997182488441467,0.562176525592804,7.48462334740907e-05,0.00012339458044152707,0.003262524027377367
4d48b658c091a1db,train,0,8.343244553543627e-05,0.005220125894993544,0.005220125894993544,0.004070138093084097,0.3040909469127655
1874e6761f838cab,train,1,0.9999995231628418,0.6791770458221436,0.9999417066574097,0.3775406777858734,0.9957084655761719
fe9073f42d024739,train,1,0.9999966621398926,0.7310578227043152,0.000552778597921133,0.0007096704212017357,0.3687985837459564
358116b9619a93f8,train,0,0.0014527356252074242,2.56127759712399e-06,0.7310578227043152,0.11920291930437088,0.01679862104356289
ebd91cc7bc23a62b,train,0,0.0005352693260647357,0.04742569848895073,9.610241977497935e-05,0.0024726232513785362,0.00324460631236434
88cb76100be8f970,train,1,0.9999991655349731,7.48462334740907e-05,0.0007096704212017357,0.00026119028916582465,0.991213858127594
4f705ca90d3b1bb1,train,1,1.0,7.48462334740907e-05,0.6224575638771057,0.004070138093084097,0.9972745776176453
705f5a124cbd96dd,train,1,0.9999998807907104,8.315264494740404e-07,0.998498797416687,6.962256520637311e-06,0.9979667663574219
2de804bc3b996536,train,0,0.0003481359744910151,0.11920253187417984,1.300717758567771e-05,0.004070138093084097,0.17815470695495605
7b29cce0ccc1e5c8,train,1,0.999813973903656,0.0004305570910219103,4.1399456307544824e-08,0.0031726830638945103,0.22570659220218658
02c0d8385c54ee64,train,0,1.2549655366456136e-05,2.699572689834895e-07,1.3709677659790032e-06,6.144174221844878e-06,0.4287452697753906
a394816f17359ef5,train,0,0.0003638420021161437,3.9278620533877984e-07,1.637383206798404e-07,0.18242496252059937,0.3931809365749359
26e3f148d7d2ac0f,train,1,1.0,2.1024332852448424e-07,0.0040701222606003284,5.715004363082699e-07,0.7008857131004333
781aa3b9fea07019,train,0,0.00011381797958165407,0.07585790753364563,1.012999018712435e-05,0.9046502113342285,0.4825088679790497
d4f5ab28a5fa8a96,train,0,8.972451155386807e-07,0.004070138093084097,5.8291487221140414e-05,0.01098694372922182,0.06736448407173157
da534c1a2a8cd7a6,train,1,1.0,2.9023121896898374e-06,7.484651723643765e-05,3.7266393064783188e-06,0.9948906898498535
f1809d055746e5e0,train,1,0.9996867179870605,9.931211764069303e-08,2.1444948288262822e-05,1.209863398798916e-06,0.051297035068273544
cb808d26d311ffd7,train,0,0.000766287324950099,0.07585817575454712,0.00015843621804378927,0.004070138093084097,0.89469975233078
591b4b451035e1a4,train,0,0.001480834442190826,0.00020342697098385543,0.9998766183853149,0.3775406777858734,0.6108930706977844
102e53eed2051705,train,0,0.0006559491739608347,0.00020342851348686963,4.450858739346586e-07,0.04742587357759476,0.0017915487987920642
343d3f5f35092dfd,train,0,0.00046218594070523977,0.7772998809814453,1.3007128472963814e-05,0.0009110512328334153,0.7159343957901001
2205fdb52d06ada9,train,1,0.9996854066848755,2.7535692424862646e-05,6.348836123493129e-09,0.06008664518594742,0.12518826127052307
f899a20c7554a7c4,train,1,0.9999918937683105,1.5229980832032197e-08,5.715004363082699e-07,9.931211764069303e-08,0.00418784748762846
58e5fc97b2773353,train,0,2.4810847820688764e-10,4.7850949158601e-06,9.931230948723169e-08,0.00026119028916582465,0.9368664026260376
ff9a10ac754d1299,train,0,0.0002474179782439023,0.01798621006309986,3.535625000949949e-05,0.004070138093084097,0.01147034578025341
2292a8aad00472db,train,1,0.9998332262039185,0.005220125894993544,1.7603531432541786e-06,0.060086436569690704,0.6300370097160339
3b1cc53b4bc16eb0,train,1,0.9998302459716797,0.0015011822106316686,1.3440486945626162e-08,0.07585817575454712,0.9959035515785217
7cf923876c389b28,train,0,0.00022057458409108222,0.11920253187417984,1.4449855711973214e-07,0.0024726232513785362,0.031707752496004105
eab9e617ac9e1a54,train,0,0.0003468105860520154,0.00026119028916582465,2.1024372642841627e-07,0.03732675313949585,0.5689967274665833
dff92398fc9f1ca8,train,0,5.67637434869539e-05,2.1444948288262822e-05,5.829126530443318e-05,0.0011695101857185364,0.00857110507786274
21021f73908635f6,train,1,0.9997163414955139,4.539786823443137e-05,0.9975274205207825,0.22270014882087708,0.9761419892311096
4d816f3eab253440,train,1,1.0,1.760343138812459e-06,0.01798614300787449,8.764247638737288e-08,0.9940592050552368
9865754415b5ee92,train,1,1.0,2.1444948288262822e-05,0.499999076128006,0.07585817575454712,0.760679304599762
8daa87f0868255e4,train,1,0.9997050166130066,9.931193289958173e-08,4.691164434689199e-08,2.5109942569656596e-08,0.8904827237129211
0f956550e1af04a1,train,0,4.309155201553949e-07,5.829126530443318e-05,0.037326883524656296,0.02297728694975376,0.8621557950973511
fe49898943994bf7,train,0,0.0005267481319606304,0.0011695101857185364,3.9278694430322503e-07,6.475960390162072e-07,0.22348803281784058
bb265aac132cc7d8,train,0,0.00013035845768172294,3.7266393064783188e-06,3.224199218720969e-08,1.760346435730753e-06,0.023131413385272026
cb33c1a32c453a17,train,1,1.0,1.9555718822061863e-08,0.7310578227043152,7.48462334740907e-05,0.9995031356811523
cc835a8b692078c6,train,1,0.9999691247940063,3.535625000949949e-05,2.2603328488912666e-06,0.04742587357759476,0.9874075651168823
